9.5,6.86,4.56
9.29,6.64,4.04
9.05,6.41,3.56
10.21,7.49,4.43
10.05,7.2,4.36
8.34,5.67,3.51
8.22,5.46,3.64
9.75,7.27,4.71
10.43,7.61,4.72
8.94,6.19,3.84
7.81,5.26,3.97
8.85,6.59,4.73
8.44,6.15,4.59
9.93,7.39,4.75
8.71,7.2,4.91
7.51,5.31,3.96
7.27,4.99,4.02
8.62,6.33,4.66
10.35,7.77,5
8.29,5.92,3.87
